 d0 (cm),freq (GHz),"Electric field norm (V/m), Point: 2","Electric field norm (V/m), Point: 3","Electric field norm (V/m), Point: 6","Electric field norm (V/m), Point: 7"
0.1,3.400000000000001,0.46845500497388487,0.5123859389580621,0.46845500642211374,0.5123859577445947
0.1,3.5,0.5083487321908908,0.5879582485605872,0.5083487362080744,0.5879582712736542
0.1,3.6,0.5774549815839868,0.3322401099164504,0.577454987148775,0.3322401144792274
0.1,3.7,0.6106431629843067,0.31908972462020463,0.610643173057915,0.3190897351292499
0.1,3.8000000000000007,0.6235397436028042,0.3627658270360867,0.6235397583741376,0.3627658449515562
0.1,3.900000000000001,0.6563148793607919,0.3357476686535023,0.6563148972653737,0.3357476794735868
0.1,4,0.6959288785812427,0.12650456617828143,0.6959288964742113,0.1265045575368615
0.1,4.1,0.7118503220100956,0.09667659240168298,0.7118503379104603,0.09667658418864433
0.1,4.2,0.6856752318549652,0.11277518635223019,0.6856752472928371,0.11277516639644454
0.1,4.300000000000002,0.5900992458406005,0.10948695010965562,0.5900992605216716,0.10948692547826709
0.1,4.4,0.4976999091382213,0.09504157510251822,0.4976999186898549,0.09504155536337598
0.1,4.5,0.44014375545706086,0.10881119645246785,0.4401437593389315,0.10881117863980878
0.1,4.6000000000000005,0.37694558722679766,0.14290070431759744,0.3769455800685222,0.1429006956179571
0.1,4.7,0.42185521922238634,0.15226884878465013,0.42185521284633437,0.15226881157756944
0.1,4.800000000000002,0.4727051386797361,0.2012764624041299,0.4727051314018984,0.2012764433813497
0.1,4.9,0.5038412286001014,0.20750287709939763,0.5038412210413902,0.2075028617146303
0.1,5,0.5284309004882357,0.16836885223326442,0.5284308970661599,0.16836882828413421
0.1,5.100000000000001,0.5951413598735468,0.1259339680768417,0.5951413594013046,0.12593391322791905
0.1,5.2,0.6796891106328268,0.1020881867969031,0.6796891125863453,0.10208813863150318
0.1,5.300000000000001,0.7454084064868834,0.05324135736526637,0.745408408559103,0.05324129316306792
0.1,5.4,0.7859881776071104,0.02999606232518404,0.7859881760491222,0.029996152903435363
0.1,5.5,0.7834041089600632,0.06057485587685312,0.7834041014169372,0.060574939021729335
0.1,5.600000000000001,0.7616051044040276,0.07104317790455278,0.7616050993702873,0.07104326698343413
0.1,5.7,0.734740604111581,0.08086823174408987,0.7347406048793749,0.08086833993749866
0.1,5.800000000000002,0.6583955612912459,0.1082544566365704,0.6583955697570528,0.108254608505857
0.1,5.9,0.49086332599358445,0.18691267130170416,0.4908633395161411,0.18691282548973176
0.1,6,0.4155981361720909,0.15971216099013974,0.41559813997662837,0.15971231901630648
0.1,6.100000000000001,0.4038183403912547,0.13191524594450238,0.40381833631263414,0.1319153782359253
0.1,6.2,0.3890000374842704,0.24206459303836875,0.38900003852294657,0.24206469075272324
0.1,6.300000000000002,0.44585556885616606,0.3568225719513332,0.44585557633586054,0.3568227000153166
0.1,6.4,0.5061030886990916,0.2666312042700597,0.5061030985842764,0.2666313028037747
0.1,6.5,0.5601417108720143,0.14517060436394044,0.5601417211326879,0.145170643962581
0.1,6.600000000000001,0.6179776595953598,0.19721468016880148,0.6179776608949293,0.1972147006477499
0.1,6.7,0.7040935765261827,0.29097298303375463,0.7040935519003172,0.290972984540092
0.1,6.800000000000002,0.7653276842511992,0.2335189556345599,0.7653276481524004,0.23351891674699227
0.1,6.9,0.8031282411582175,0.1505599940160551,0.8031282094676477,0.15055994303867676
0.1,7,0.7933677498231987,0.1274169905469903,0.7933677217590317,0.12741702041524822
0.1,7.100000000000001,0.718526834289734,0.16143395677819902,0.7185267984331084,0.16143400865107219
0.1,7.2,0.6624474394980672,0.19350596762188316,0.6624474066157233,0.19350596763712577
0.1,7.300000000000002,0.6365005664161295,0.23479805722089567,0.6365005271202148,0.23479807479454232
0.1,7.4,0.5572325572837021,0.2944464809981002,0.5572325046633669,0.29444655387372626
0.1,7.500000000000001,0.42219723797580166,0.23964708340083749,0.4221972386491489,0.23964711057813623
0.1,7.600000000000001,0.42265057205065376,0.26524292368690355,0.4226506335966083,0.2652429169608048
0.1,7.7,0.43348700155632214,0.3071117940169732,0.43348707557540384,0.307111859063957
0.1,7.800000000000002,0.451827581027928,0.3675997216625254,0.45182764419577054,0.367599780307553
0.1,7.9,0.5292492492240289,0.2528995607510758,0.5292493110624196,0.25289948809413243
0.1,8,0.6045878587558626,0.24231798893453035,0.6045878919083619,0.242317940119366
0.1,8.100000000000001,0.6691895131441097,0.22419043662255006,0.6691895040358277,0.22419038737670394
0.1,8.2,0.7078144844682929,0.2318192217060589,0.7078144329118831,0.23181909749382726
0.1,8.3,0.7164921399944418,0.13534761863563372,0.7164920610896225,0.1353475555875614
0.1,8.4,0.7072095002795885,0.14506695213489296,0.7072094536146487,0.14506689563346306
0.1,8.5,0.7186927558919164,0.15531799126124923,0.7186927082848817,0.15531788903812216
0.1,8.600000000000003,0.6861692572782848,0.1577460054001837,0.686169150598687,0.15774593910899934
0.1,8.700000000000001,0.5918464047255486,0.12483026219486223,0.5918462349412633,0.12483041340081681
0.1,8.8,0.555618747444616,0.09884278679686904,0.5556186241641095,0.09884294452916478
0.1,8.9,0.5257867463722444,0.11974493063257113,0.5257867016546346,0.11974504221123154
0.1,9,0.44595909222480823,0.14462723949936102,0.4459591904308384,0.14462720135196072
0.1,9.100000000000001,0.4582155241304713,0.18368145452138712,0.4582157785364518,0.18368143989299765
0.1,9.200000000000003,0.5198452288688599,0.12507852572568143,0.5198455316048188,0.12507847073346134
0.1,9.3,0.569043677738439,0.07578501520819983,0.5690440079002074,0.07578494069521159
0.1,9.4,0.6182106208489079,0.06761847635145991,0.618210962220804,0.06761874787214066
0.1,9.5,0.6708959805882545,0.09785544418749183,0.6708963057228542,0.09785555982482473
0.1,9.600000000000001,0.686951854748096,0.053113614974091686,0.6869520847622068,0.053113608494759684
0.1,9.700000000000003,0.7068920400721175,0.015055593125888448,0.7068921781692646,0.015055439921679868
0.1,9.8,0.710124502703409,0.06572242562399704,0.7101245619797313,0.06572285850259718
0.1,9.9,0.657374994206176,0.05865259910972924,0.6573749986792198,0.05865285974458944
0.1,10,0.6226333766448436,0.049195152433288356,0.6226332697002723,0.04919544789750703
0.1,10.100000000000001,0.608818841980085,0.026231472556465022,0.608818623104137,0.026232237371319505
0.1,10.200000000000003,0.5304488195333694,0.07864286157077492,0.5304485004358274,0.07864317006461267
0.1,10.3,0.4482991589993163,0.11149959167783241,0.44829911897691926,0.11150002241124557
0.1,10.4,0.47697494382346717,0.11834874243847987,0.4769750616997184,0.11834945850015728
0.1,10.5,0.511164107375084,0.10298574544273272,0.511164261132803,0.10298650452328945
0.1,10.600000000000003,0.5478871050386024,0.17907965384818042,0.5478874377835257,0.17907993293132235
0.1,10.700000000000003,0.6378531883259044,0.1822736893729246,0.6378538009305665,0.1822741475796517
0.1,10.8,0.689342753876535,0.1391867470810003,0.6893434015162269,0.139187233940269
0.1,10.9,0.7269243518303181,0.09555162575498816,0.7269248888882784,0.09555209059834484
0.1,11,0.755873532921005,0.1581333953634967,0.7558739217814837,0.15813403335216755
0.1,11.100000000000003,0.7596513544733158,0.1726301259074008,0.7596515839764334,0.17263098436980337
0.1,11.200000000000003,0.7313656237344764,0.1286291759181445,0.731365774335116,0.12862982162756187
0.1,11.3,0.7252216874111849,0.090888045108515,0.7252216366615233,0.09088872805717278
0.1,11.4,0.6792845731930401,0.132507631289228,0.6792842132036228,0.13250848862118164
0.1,11.5,0.5605974543004404,0.19064494849355354,0.5605968914079806,0.1906456221953611
0.1,11.600000000000003,0.4720170729703661,0.21222710457811247,0.47201655947319215,0.2122272765870394
0.1,11.700000000000003,0.4262156418931804,0.22290560269967355,0.4262153432686399,0.22290593028753458
0.1,11.8,0.41455415948023083,0.20382122904130684,0.41455432440325857,0.20382150372139482
0.1,11.9,0.49629650178339063,0.2118241977044461,0.49629703894683636,0.21182432256262826
0.1,12,0.5732941483242806,0.25279673569700817,0.573294770263569,0.2527968412463756
0.1,12.100000000000003,0.6390009716610403,0.27810767669276587,0.639001680246264,0.2781078470289268
0.1,12.200000000000003,0.7128619293531749,0.22194724522370043,0.7128627811263811,0.2219469953969211
0.1,12.3,0.7863078679117219,0.16738085288362728,0.7863086493759135,0.16738099313441776
0.1,12.4,0.8098463543967256,0.17817057880517095,0.8098468827001399,0.17817090855998866
0.1,12.5,0.8444408055172167,0.20039921914782508,0.8444411085553652,0.20039956559400002
0.1,12.600000000000003,0.8681711593207718,0.16719574498526743,0.8681712888769392,0.16719575970216552
0.1,12.700000000000003,0.8176652422214755,0.15989539089891086,0.8176651434407566,0.1598956365630298
0.1,12.8,0.741838553300512,0.16351919384345467,0.7418380701580715,0.16351901232999472
0.1,12.9,0.6701630949809002,0.15659280381675914,0.6701622575000513,0.15659226104331128
0.1,13,0.5517285030417249,0.15398993903279773,0.5517272141007465,0.1539875849589238
0.1,13.100000000000003,0.40223151995330436,0.13830513980609277,0.40223061135218935,0.1383034023510695
0.1,13.200000000000003,0.39040927265729736,0.15599011055882894,0.39040975555194996,0.15598865692379185
0.1,13.3,0.42851367155391173,0.13684179234439547,0.42851437281232946,0.13684070045456695
0.1,13.4,0.49745337347712465,0.15728025880383306,0.4974544609503749,0.15727869347837473
0.1,13.5,0.6011474122518284,0.08986135681886842,0.6011489710742745,0.08985989401664973
0.1,13.600000000000003,0.6631520782303242,0.07718078263996547,0.6631534657977396,0.07717974148107012
0.1,13.700000000000003,0.7401776626298003,0.08228737422853304,0.7401785499591013,0.08228661912351744
0.1,13.8,0.8365987169951442,0.147802655816445,0.8365989176398198,0.14780185846169233
0.1,13.9,0.884233605800218,0.08420936876324439,0.8842332009192884,0.08420850249323261
0.1,14,0.8780370909882201,0.05312615017407329,0.878036262262877,0.05312446920984666
0.1,14.100000000000003,0.8749306682672002,0.0662046442101105,0.8749293135578947,0.06620516148292882
0.1,14.200000000000003,0.8299907973072536,0.10101325943606901,0.8299887485388228,0.10101442111266037
0.1,14.3,0.7226434235806485,0.06977189473831245,0.7226412606466708,0.06977159481913951
0.1,14.4,0.6293496890179134,0.023761694365417224,0.6293473501132462,0.023759562684368803
0.1,14.500000000000002,0.5392152602027124,0.04174677074488887,0.5392125240732623,0.041748446187633466
0.1,14.600000000000003,0.4168129562434868,0.10103698231679965,0.4168099953300605,0.10103928210678756
0.1,14.700000000000003,0.4166204660769788,0.07950432191427274,0.41662235680125886,0.07950621071294618
0.1,14.8,0.4482789291852634,0.059909816969073645,0.44828208354894733,0.05991199152943645
0.1,14.9,0.5003592468362662,0.05667877563928688,0.5003626477892157,0.05668242272791256
0.1,15.000000000000002,0.6089892634148192,0.13522680398942086,0.6089929859941167,0.13523055923143984
0.1,15.100000000000003,0.7080621263626612,0.10608984050814128,0.7080653945847534,0.10609234546787806
0.1,15.200000000000003,0.7546799061222923,0.09414849444690386,0.7546821661747344,0.09414923763413027
0.1,15.3,0.8133478220569884,0.055623879815918584,0.8133491490588453,0.05562411358571401
0.1,15.4,0.8594329051113793,0.10481203040041413,0.8594325444917598,0.1048124680144131
0.1,15.500000000000002,0.8334787478657127,0.081362348805992,0.8334770483092614,0.08136101866416738
0.1,15.600000000000003,0.7850328435455736,0.0967470091245393,0.7850302254670863,0.09674395675810976
0.1,15.700000000000003,0.7395428508396802,0.13260483140165658,0.7395396223407745,0.13260254394160184
0.1,15.8,0.6586141960023559,0.16938529380830428,0.6586107390877041,0.16938236290399658
0.1,15.9,0.5857739686637786,0.16417570695028733,0.5857718726966684,0.16417202313526225
0.1,16,0.5354682816607617,0.16229172313819085,0.535467342605247,0.16228699964830648
0.1,16.1,0.4593313070988529,0.19165872067080753,0.4593312836392478,0.1916558498441611
0.1,16.200000000000003,0.4565263302142643,0.1919041782837923,0.4565291865704169,0.19190137837080531
0.1,16.3,0.5413590087264005,0.20820447246682586,0.5413633626109414,0.20820105679103657
0.1,16.4,0.5821062685790698,0.19644585442029047,0.5821103712552098,0.19644282331010238
0.1,16.5,0.6416323328121228,0.1863361362455374,0.6416351761728744,0.18633525405807136
0.1,16.6,0.741478099520764,0.12680711643174222,0.7414796798539989,0.1268073671384869
0.1,16.700000000000003,0.7775851521971373,0.16729076550439623,0.7775856249840235,0.16729165396287415
0.1,16.8,0.7593760558238566,0.20151652492421285,0.7593752714614216,0.2015162196009436
0.1,16.9,0.7511768730237631,0.2045495677528531,0.7511741544791223,0.20454865966662114
0.1,17,0.7291558129353269,0.13894025990249562,0.7291506379496191,0.13893914480289488
0.1,17.1,0.6792065692053849,0.1430441744799917,0.6792002823671077,0.14304756969321938
0.1,17.200000000000003,0.6390407240189839,0.17337381004041078,0.6390345146749604,0.17337689198964493
0.1,17.3,0.579102897279714,0.19891580088039013,0.579097113847817,0.19891568985250566
0.1,17.400000000000006,0.4977086909212874,0.17053005575037136,0.49770418210570383,0.17052583503407331
0.1,17.5,0.5209991468166846,0.13573038192759138,0.5209996371019575,0.1357278916310134
0.1,17.6,0.5320884718232534,0.12187827927433073,0.5320914676625286,0.12187624142668317
0.1,17.700000000000003,0.553093442964505,0.13107165990217318,0.5530987544686148,0.13106685541409976
0.1,17.8,0.6604568983752105,0.12611597642818775,0.6604645889813523,0.12610902319963754
0.1,17.900000000000006,0.744103887828285,0.11921252915433488,0.7441113429722325,0.11920787884862905
0.1,18,0.747161635706195,0.12354242892909394,0.7471672978879512,0.12353966404299148
0.1,18.1,0.7531125579698523,0.13541604844040522,0.7531165391574719,0.13541353677246057
0.1,18.200000000000003,0.7787976098430948,0.10724532692036245,0.7787983697308588,0.1072443091587088
0.1,18.3,0.7465407379748643,0.10209874135182859,0.7465366967096992,0.10209259685011064
0.1,18.400000000000006,0.6982205247502057,0.10943429058083018,0.6982142177430563,0.10942678058485822
0.1,18.5,0.6480419937937422,0.10505195244137334,0.6480338897461251,0.10504604751941897
0.1,18.6,0.5640396327455459,0.06993320851368613,0.5640280773058522,0.06992706794309683
0.1,18.700000000000003,0.5090246589171851,0.02421089185293603,0.5090145971756602,0.024204491955050724
0.1,18.8,0.4732849881623467,0.024157065250474605,0.47327989378651836,0.024160622834767012
0.1,18.900000000000006,0.4414865659235749,0.03752670139685254,0.4414906874884883,0.03753391151246339
0.1,19,0.5376488982156548,0.06315437633251215,0.5376610056994084,0.06315850827383916
0.1,19.1,0.6583546550988141,0.041030761423303246,0.6583692232691245,0.04103346903103229
0.1,19.200000000000003,0.7015545312648754,0.019928294250796,0.7015694623402037,0.01993392341758433
0.1,19.3,0.7445487754351995,0.06518046133598984,0.7445623268214185,0.06518696341346213
0.1,19.400000000000006,0.8341860370395127,0.09832311834470771,0.8341966007248786,0.09832721627731743
0.1,19.5,0.8579930319903348,0.07346323837893293,0.858000297801568,0.07346367866410415
0.1,19.6,0.8311293782569248,0.03524849232413713,0.831133886686881,0.035246583765787466
0.1,19.700000000000003,0.8031768834545927,0.05628997135103865,0.8031778886392186,0.05629078022217711
0.1,19.8,0.7657999894964215,0.09660114023745742,0.765794686016053,0.09659946206606229
0.1,19.900000000000006,0.6958070951582286,0.104049321607906,0.6957976846180919,0.1040440013809425
0.1,20,0.6210340598708819,0.0966970757298367,0.6210251568637063,0.09668977999333062
0.1,20.1,0.5085432364755692,0.11159955095443383,0.508534937687484,0.11159086260988137
0.1,20.200000000000006,0.36781139599824914,0.1424177044551068,0.36780354674687493,0.14240855656677923
0.1,20.3,0.42461782124854847,0.1380846318228106,0.4246262055094933,0.13807748195406472
0.1,20.400000000000006,0.4813261273454433,0.16018033821290473,0.4813363397936907,0.16017344952110746
0.1,20.5,0.5530294043974097,0.15881967138060293,0.5530394846582792,0.15881616975644522
0.1,20.6,0.6989676498229184,0.16731404091700583,0.6989769718073262,0.16730969352668176
0.1,20.700000000000006,0.7914213675563202,0.12332236219404491,0.7914285613686943,0.1233181186472045
0.1,20.8,0.8149914993196871,0.13715046433479727,0.8149987318192039,0.13714423796238448
0.1,20.900000000000006,0.8493705180000403,0.13751639968627927,0.8493777912927536,0.13751276369553606
0.1,21,0.9013897710342874,0.17962231514938307,0.9013915760454916,0.1796207312225898
0.1,21.1,0.8927138788407251,0.16354081978583096,0.8927115266437117,0.16353910707021133
0.1,21.200000000000006,0.8526849652104525,0.1656735061769681,0.8526821564835654,0.1656697097405444
0.1,21.3,0.7802984448925311,0.14362418224166787,0.7802926837795822,0.14362125397327413
0.1,21.400000000000006,0.66350912159188,0.15830377992806197,0.6634965081347218,0.15829698270334647
0.1,21.5,0.5646097122808641,0.17220472239993734,0.5645981232243308,0.17219905632839846
0.1,21.6,0.48813142590920444,0.18060634677812498,0.48812312079747544,0.18059784996151693
0.1,21.700000000000006,0.37740242468162705,0.17633689430876695,0.3773950234042391,0.17632243761920252
0.1,21.8,0.4176135035358512,0.1128896510816043,0.41762654550847617,0.11286993069251933
0.1,21.900000000000006,0.5291324168374333,0.11153233118156564,0.5291455065720587,0.11152562401980323
0.1,22,0.5779834427101632,0.14226642905463982,0.5779967108528018,0.14226496020660764
0.1,22.1,0.6524700705125924,0.19524249437664834,0.6524826991356377,0.19523845967063047
0.1,22.200000000000006,0.7850840597172879,0.13326439538093324,0.7850938593812931,0.13325561261198782
0.1,22.3,0.8463083019854701,0.11874524410821177,0.8463158290832985,0.11873812832819425
0.1,22.400000000000006,0.86437031510514,0.12553086593836524,0.8643773434007324,0.12552776957299902
0.1,22.5,0.8714315913308109,0.17916657441537723,0.8714356241372432,0.17916412257359182
0.1,22.6,0.8459006797514567,0.13184099339386485,0.8458947974972162,0.13184140303155778
0.1,22.700000000000006,0.7905195686861108,0.11775243727397121,0.7905089406126481,0.1177485986037907
0.1,22.8,0.7313301809870311,0.09019827153698876,0.7313201225198217,0.09019023737485854
0.1,22.900000000000006,0.6265510685571715,0.08020603429434146,0.6265376743858176,0.08019578112101877
0.1,23,0.500876004361405,0.0453878665631384,0.5008611963270365,0.045397513820771666
0.1,23.1,0.4721460253227339,0.0683156782335557,0.4721478116306173,0.06832715715633432
0.1,23.200000000000006,0.4439818835239664,0.07170836646921097,0.44399626561667,0.07170186884776127
0.1,23.3,0.4063548969421607,0.04915456310739638,0.40637616676682214,0.049153609585552475
0.1,23.400000000000006,0.5387012557244988,0.03152257695304279,0.538715833207412,0.031535726758985104
0.1,23.5,0.6302321077436668,0.06355183262003636,0.6302412774328862,0.06356770942350612
0.1,23.6,0.6763672688772543,0.06062145480319943,0.6763722233566712,0.060620829648543165
0.1,23.700000000000006,0.7384802171534804,0.0553709984981087,0.7384795644510501,0.05538018420622863
0.1,23.8,0.8001518187894563,0.04121072201857167,0.8001415121046467,0.04119929276092632
0.1,23.900000000000006,0.802942562438607,0.034432048627580286,0.8029288419962469,0.03442995187768566
0.1,24,0.7848870771774198,0.013179633674075071,0.7848736200587624,0.013190706809536018
0.1,24.1,0.7356630956620172,0.08052757774701479,0.7356470594704057,0.08053046678082866
0.1,24.200000000000006,0.6504643376966662,0.08983784479201486,0.650446994008205,0.08982820374846275
0.1,24.3,0.6149960739568571,0.08823955871305099,0.6149895733306417,0.08822471690393933
0.1,24.400000000000006,0.5829757541598329,0.06356557147033344,0.5829745231689071,0.0635517471992294
0.1,24.5,0.4923257199581556,0.10826522571171167,0.49232633601326153,0.1082689106320673
0.1,24.6,0.45704703958819914,0.14043271593043788,0.45706902171433383,0.14043073600606643
0.1,24.700000000000006,0.5231272548293736,0.1300832783930279,0.5231496781069462,0.13006409840628866
0.1,24.8,0.5420232478117807,0.10502556870559797,0.5420443983814659,0.10499645559986905
0.1,24.900000000000006,0.5849722984846524,0.08728819487222757,0.5849932123772531,0.0872907299583045
0.1,25,0.6927506054871354,0.11918550331856177,0.6927620504967541,0.11918307845416888
0.1,25.1,0.7336337158478358,0.1284436755928761,0.7336342907644843,0.12843774747969922
0.1,25.200000000000006,0.737822593091329,0.13906429070134244,0.7378182490927379,0.1390597632295132
0.1,25.3,0.729330374448616,0.13396879030352343,0.7293184368063592,0.13396399545375604
0.1,25.400000000000006,0.6925398404669642,0.1468507320197339,0.6925126626494403,0.14684304030883885
0.1,25.5,0.6508880753922858,0.13786226784178274,0.6508576886427706,0.13786540457712987
0.1,25.6,0.6240854657392624,0.15187787442265135,0.6240574086866765,0.15187602586885482
0.1,25.700000000000006,0.5558329203184319,0.1553544275055182,0.5558020417361355,0.15532894823192384
0.1,25.8,0.47411600011028865,0.16536901965279785,0.47409873306087813,0.16534520319776774
0.1,25.900000000000006,0.4906831451705604,0.1385667811814462,0.4906939057531039,0.1385452672524007
0.1,26,0.49225359753162073,0.12554178744208144,0.4922765607415586,0.12553652968707385
0.1,26.1,0.4936202203297382,0.12723604552544762,0.4936704152328321,0.12724250468081388
0.1,26.200000000000006,0.6164736049463931,0.14534521074195253,0.6165371944469792,0.1453718968579556
0.1,26.3,0.6996637653139727,0.14727250419403504,0.6997121485926824,0.14729509274847769
0.1,26.400000000000006,0.7275662650037457,0.164900939503293,0.7276045475793095,0.16489674270159788
0.1,26.5,0.7556450414111623,0.15325889777544544,0.7556782243946074,0.1532443051845554
0.1,26.6,0.7743185904241995,0.14102110034889134,0.7743352878068808,0.14101906449055113
0.1,26.700000000000006,0.7426348543709794,0.13866944005826598,0.7426378289760512,0.138672644950591
0.1,26.8,0.7134216585273375,0.17260665373955236,0.7134140588290618,0.17260566805248803
0.1,26.900000000000006,0.6638342538656474,0.1610936550142107,0.6638146312559708,0.16106662140719258
0.1,27,0.5704556106810235,0.11286692052761665,0.5704371246832006,0.11282948804736331
0.1,27.1,0.5117543513818024,0.07605106901232275,0.511754481572361,0.07601627564461275
0.1,27.200000000000006,0.47194984934883516,0.0982000963747857,0.4719574106204407,0.09819465752374533
0.1,27.3,0.3887596044701807,0.11028438291512715,0.3887646595283331,0.11024555014132116
0.1,27.400000000000006,0.4173912296335076,0.08878296645662584,0.41742697619703156,0.08872750591633337
0.1,27.5,0.5359450088375105,0.0800022510193544,0.5359787074051705,0.07994397761509053
0.1,27.6,0.6016492172510192,0.06959547602132107,0.6016805527615158,0.06954815146953759
0.1,27.700000000000006,0.6842777694398774,0.09280214841238149,0.6843171035474515,0.09276191166521959
0.1,27.8,0.7774293365067345,0.07434643892275877,0.7774589478011461,0.07430359379672628
0.1,27.900000000000006,0.8032659983370442,0.09069361493741372,0.8032769761704541,0.09064886712681802
0.1,28,0.8084778696242646,0.06065336012774004,0.8084805576593744,0.06061445507045388
0.1,28.1,0.8098090795468953,0.06165906885445534,0.8098052843447404,0.06164075753700432
0.1,28.200000000000006,0.7616577596287311,0.023554963826788157,0.7616418167591165,0.02357912534948144
0.1,28.3,0.7020282579174865,0.05176053204011262,0.702014663124991,0.05179607854066441
0.1,28.400000000000006,0.6560893875096169,0.05441587658543075,0.6560806741404791,0.05445903630918512
0.1,28.5,0.568908609137528,0.07020366867988788,0.5688992215079659,0.07024237557418625
0.1,28.6,0.4545659995814415,0.05712323549855494,0.4545592273922791,0.05718275363381977
0.1,28.700000000000006,0.3930849691682856,0.07241874299548264,0.39309126018450025,0.07246988346957033
0.1,28.8,0.3570978141166974,0.07902097519662621,0.3571151019426447,0.07908283441003355
0.1,28.900000000000006,0.4146473582547269,0.09854765501355062,0.4146807485439816,0.09860923669586974
0.1,29.000000000000004,0.5595367476140874,0.08212275028128094,0.5595675964122351,0.08217039003344735
0.1,29.1,0.6452352265506048,0.07233704203248666,0.6452485965797253,0.07236242447135871
0.1,29.200000000000006,0.7030679303992748,0.05243510716163118,0.7030713038108022,0.052457869345442755
0.1,29.3,0.774882331519295,0.10752856749225687,0.7748749287344113,0.10755533573449554
0.1,29.400000000000006,0.8071117485452989,0.11453973674979234,0.8070795141821985,0.1145558733971603
0.1,29.500000000000004,0.8023498809241479,0.12668705115664575,0.8023105001759738,0.12670452012349157
0.1,29.6,0.8012187564724865,0.08698147068755356,0.8011779382633609,0.08700375818903515
0.1,29.700000000000006,0.7691831160515492,0.12016070012145769,0.7691304889786416,0.12020548169518704
0.1,29.8,0.6702918276252126,0.1306884937530286,0.6702467044580408,0.13073291053736924
0.1,29.900000000000006,0.590277962358016,0.1500103577248891,0.590257333789699,0.15004979243070668
0.1,30.000000000000004,0.5296969560005546,0.12520935296396704,0.5296937927500135,0.12524084471838448
0.1,30.1,0.44429446786300436,0.11688950224753458,0.44429140754645724,0.11690730914243243
0.1,30.200000000000006,0.37358882889287276,0.115428194817806,0.3736061494588579,0.11548254995690811
0.1,30.3,0.3775792427774907,0.11943990989220966,0.37763621502955164,0.11950338574173143
0.1,30.400000000000006,0.43241928252589384,0.13649413221527049,0.43243130648035016,0.1365490050380397
0.1,30.500000000000004,0.5342234078457543,0.14133508807200554,0.534236945722452,0.14138700568037557
0.1,30.6,0.6287733701849455,0.15597530976081386,0.6287600482752159,0.1560759905150928
0.1,30.700000000000006,0.6753706112988752,0.13675789790046508,0.6753135123665652,0.13689311284766023
0.1,30.8,0.7279674052619963,0.15853625555704806,0.7279006539531331,0.15866346536377252
0.1,30.900000000000006,0.7764070262536215,0.14451439522689807,0.7763529138874149,0.14461583449301055
0.1,31.000000000000004,0.7445904765519886,0.16429302129671502,0.7445321702035974,0.16437257711757294
0.1,31.1,0.7020972640302093,0.13859174723290146,0.7020424292806352,0.1386618981753162
0.1,31.200000000000006,0.6720174931544016,0.14147800892153573,0.6719608570666603,0.14152477807171668
0.1,31.3,0.6062524465290404,0.10188039998066212,0.6061947747772077,0.10190274210375617
0.1,31.400000000000006,0.5139879469502189,0.10639715559510354,0.5139662008601772,0.10640801846036242
